year,areakm,municipality,geocode_ibge,state
2008,23.563862363669887,ACRELANDIA,1200013,ACRE
2009,12.875720278278633,ACRELANDIA,1200013,ACRE
2010,11.351328664203672,ACRELANDIA,1200013,ACRE
2011,15.85184774699855,ACRELANDIA,1200013,ACRE
2012,4.164717491087027,ACRELANDIA,1200013,ACRE
2013,9.453095500930777,ACRELANDIA,1200013,ACRE
2014,18.78035426855157,ACRELANDIA,1200013,ACRE
2015,14.720491822083941,ACRELANDIA,1200013,ACRE
2016,23.505549894081994,ACRELANDIA,1200013,ACRE
2017,5.744165289903639,ACRELANDIA,1200013,ACRE
2018,22.732537873659915,ACRELANDIA,1200013,ACRE
2019,19.74539537648074,ACRELANDIA,1200013,ACRE
2019,0,ACRELANDIA,1200013,ACRE
2020,12.939416008783587,ACRELANDIA,1200013,ACRE
2008,3.46332279293932,ASSIS BRASIL,1200054,ACRE
2009,1.6067596112187013,ASSIS BRASIL,1200054,ACRE
2010,3.764109082900924,ASSIS BRASIL,1200054,ACRE
2011,2.820562093085884,ASSIS BRASIL,1200054,ACRE
2012,2.398749545105282,ASSIS BRASIL,1200054,ACRE
2013,4.828399262542489,ASSIS BRASIL,1200054,ACRE
2014,7.552934311580239,ASSIS BRASIL,1200054,ACRE
2015,5.930497906111582,ASSIS BRASIL,1200054,ACRE
2016,2.8890008721048583,ASSIS BRASIL,1200054,ACRE
2017,6.3890408786555435,ASSIS BRASIL,1200054,ACRE
2018,8.552675145691401,ASSIS BRASIL,1200054,ACRE
2019,21.198482274826937,ASSIS BRASIL,1200054,ACRE
2020,18.202157950045237,ASSIS BRASIL,1200054,ACRE
2008,12.590545102274255,BRASILEIA,1200104,ACRE
2009,8.19967431906362,BRASILEIA,1200104,ACRE
2010,11.953263964082378,BRASILEIA,1200104,ACRE
2011,14.500066575665974,BRASILEIA,1200104,ACRE
2012,12.88793589968304,BRASILEIA,1200104,ACRE
2013,17.09463659712301,BRASILEIA,1200104,ACRE
2014,33.34103512742081,BRASILEIA,1200104,ACRE
2015,22.057428630009767,BRASILEIA,1200104,ACRE
2016,17.666370084043514,BRASILEIA,1200104,ACRE
2017,23.121476027222485,BRASILEIA,1200104,ACRE
2018,22.92265778988618,BRASILEIA,1200104,ACRE
2019,58.49374126288372,BRASILEIA,1200104,ACRE
2020,40.09695574249692,BRASILEIA,1200104,ACRE
2008,15.721693856307,BUJARI,1200138,ACRE
2009,7.792112091304611,BUJARI,1200138,ACRE
2010,8.304058432552141,BUJARI,1200138,ACRE
2011,10.080889013371328,BUJARI,1200138,ACRE
2012,10.08874369277674,BUJARI,1200138,ACRE
2013,0,BUJARI,1200138,ACRE
2013,8.42352376867461,BUJARI,1200138,ACRE
2014,9.160373061109496,BUJARI,1200138,ACRE
2015,0,BUJARI,1200138,ACRE
2015,9.312547381794149,BUJARI,1200138,ACRE
2016,17.208137646467147,BUJARI,1200138,ACRE
2017,0,BUJARI,1200138,ACRE
2017,7.604001130639333,BUJARI,1200138,ACRE
2018,0,BUJARI,1200138,ACRE
2018,14.987182138312097,BUJARI,1200138,ACRE
2019,0,BUJARI,1200138,ACRE
2019,26.150762160017564,BUJARI,1200138,ACRE
2020,0,BUJARI,1200138,ACRE
2020,17.711710202425486,BUJARI,1200138,ACRE
2008,8.769779214830157,CAPIXABA,1200179,ACRE
2009,3.787125950543457,CAPIXABA,1200179,ACRE
2010,3.772137874440629,CAPIXABA,1200179,ACRE
2011,9.455222453936729,CAPIXABA,1200179,ACRE
2012,15.0805747593335,CAPIXABA,1200179,ACRE
2013,5.73211138139876,CAPIXABA,1200179,ACRE
2014,9.521632820129238,CAPIXABA,1200179,ACRE
2015,6.0823872985709855,CAPIXABA,1200179,ACRE
2016,16.346661507390017,CAPIXABA,1200179,ACRE
2017,11.343146290225247,CAPIXABA,1200179,ACRE
2018,11.403924850472281,CAPIXABA,1200179,ACRE
2019,27.53062185383675,CAPIXABA,1200179,ACRE
2020,18.80060390861844,CAPIXABA,1200179,ACRE
2008,10.249259815037387,CRUZEIRO DO SUL,1200203,ACRE
2009,3.774641975105237,CRUZEIRO DO SUL,1200203,ACRE
2010,21.890113481141274,CRUZEIRO DO SUL,1200203,ACRE
2011,12.250309391780803,CRUZEIRO DO SUL,1200203,ACRE
2012,9.4480349679756,CRUZEIRO DO SUL,1200203,ACRE
2013,5.399278170609609,CRUZEIRO DO SUL,1200203,ACRE
2014,9.314395357957165,CRUZEIRO DO SUL,1200203,ACRE
2015,3.2084660484011382,CRUZEIRO DO SUL,1200203,ACRE
2016,9.084953655699778,CRUZEIRO DO SUL,1200203,ACRE
2017,9.305601528939361,CRUZEIRO DO SUL,1200203,ACRE
2018,17.381637925447325,CRUZEIRO DO SUL,1200203,ACRE
2019,24.79898705507404,CRUZEIRO DO SUL,1200203,ACRE
2020,41.381476297179844,CRUZEIRO DO SUL,1200203,ACRE
2008,4.548747651512556,EPITACIOLANDIA,1200252,ACRE
2009,4.169337035271811,EPITACIOLANDIA,1200252,ACRE
2010,3.736839532183321,EPITACIOLANDIA,1200252,ACRE
2011,7.086727603160415,EPITACIOLANDIA,1200252,ACRE
2012,12.329957981768578,EPITACIOLANDIA,1200252,ACRE
2013,6.413501101908514,EPITACIOLANDIA,1200252,ACRE
2014,8.860808425434438,EPITACIOLANDIA,1200252,ACRE
2015,9.748154597918408,EPITACIOLANDIA,1200252,ACRE
2016,7.183802746983634,EPITACIOLANDIA,1200252,ACRE
2017,5.582177781693099,EPITACIOLANDIA,1200252,ACRE
2018,8.495614095417539,EPITACIOLANDIA,1200252,ACRE
2019,11.237502943198363,EPITACIOLANDIA,1200252,ACRE
2020,8.453252959035055,EPITACIOLANDIA,1200252,ACRE
2008,27.09620875123277,FEIJO,1200302,ACRE
2009,19.89289769542655,FEIJO,1200302,ACRE
2010,22.61421845500012,FEIJO,1200302,ACRE
2011,23.29551075201547,FEIJO,1200302,ACRE
2012,30.77973234503846,FEIJO,1200302,ACRE
2013,23.8941357028729,FEIJO,1200302,ACRE
2014,37.1669082467742,FEIJO,1200302,ACRE
2015,10.840869528535924,FEIJO,1200302,ACRE
2016,38.71911237099201,FEIJO,1200302,ACRE
2017,27.059092250332977,FEIJO,1200302,ACRE
2018,80.24570962666996,FEIJO,1200302,ACRE
2018,0,FEIJO,1200302,ACRE
2019,94.43184579186965,FEIJO,1200302,ACRE
2020,100.4128258377162,FEIJO,1200302,ACRE
2008,7.252026716723111,JORDAO,1200328,ACRE
2009,1.9152320535749636,JORDAO,1200328,ACRE
2010,6.811658933632015,JORDAO,1200328,ACRE
2011,5.982980669998126,JORDAO,1200328,ACRE
2012,7.086987385705536,JORDAO,1200328,ACRE
2013,2.1991490800486293,JORDAO,1200328,ACRE
2014,6.91770989114915,JORDAO,1200328,ACRE
2015,0.9276286855130806,JORDAO,1200328,ACRE
2016,2.129266898217432,JORDAO,1200328,ACRE
2017,2.486291737433867,JORDAO,1200328,ACRE
2018,6.758452844858868,JORDAO,1200328,ACRE
2019,11.061377315498415,JORDAO,1200328,ACRE
2020,11.642401050796376,JORDAO,1200328,ACRE
2008,4.307494259833747,MANCIO LIMA,1200336,ACRE
2009,1.2999798474841275,MANCIO LIMA,1200336,ACRE
2010,4.652817851457548,MANCIO LIMA,1200336,ACRE
2011,11.621302084236849,MANCIO LIMA,1200336,ACRE
2012,3.3454665267813386,MANCIO LIMA,1200336,ACRE
2013,2.606183830776783,MANCIO LIMA,1200336,ACRE
2014,2.9644982084560723,MANCIO LIMA,1200336,ACRE
2015,2.347385084048752,MANCIO LIMA,1200336,ACRE
2016,2.987158172219335,MANCIO LIMA,1200336,ACRE
2017,1.8275949893427037,MANCIO LIMA,1200336,ACRE
2018,3.8154554598628487,MANCIO LIMA,1200336,ACRE
2019,12.13699113255018,MANCIO LIMA,1200336,ACRE
2020,6.628050356259218,MANCIO LIMA,1200336,ACRE
2008,4.834156278441638,MANOEL URBANO,1200344,ACRE
2009,4.913289974798374,MANOEL URBANO,1200344,ACRE
2010,8.123448413111367,MANOEL URBANO,1200344,ACRE
2011,8.008261233316318,MANOEL URBANO,1200344,ACRE
2012,13.606053656034593,MANOEL URBANO,1200344,ACRE
2013,16.01484882306883,MANOEL URBANO,1200344,ACRE
2014,18.337765283844984,MANOEL URBANO,1200344,ACRE
2015,18.930904085074577,MANOEL URBANO,1200344,ACRE
2016,26.562576040358657,MANOEL URBANO,1200344,ACRE
2017,16.871019623484088,MANOEL URBANO,1200344,ACRE
2018,47.250224223636536,MANOEL URBANO,1200344,ACRE
2019,31.14199964180847,MANOEL URBANO,1200344,ACRE
2019,0,MANOEL URBANO,1200344,ACRE
2020,53.40291854730766,MANOEL URBANO,1200344,ACRE
2008,11.838390959746894,MARECHAL THAUMATURGO,1200351,ACRE
2009,0.06074754334696873,MARECHAL THAUMATURGO,1200351,ACRE
2010,21.97486778196338,MARECHAL THAUMATURGO,1200351,ACRE
2011,10.84942129390372,MARECHAL THAUMATURGO,1200351,ACRE
2012,3.672968246434143,MARECHAL THAUMATURGO,1200351,ACRE
2013,2.141935266790653,MARECHAL THAUMATURGO,1200351,ACRE
2014,8.825029008180595,MARECHAL THAUMATURGO,1200351,ACRE
2015,0.46499821408350084,MARECHAL THAUMATURGO,1200351,ACRE
2016,2.5277055980219623,MARECHAL THAUMATURGO,1200351,ACRE
2017,2.586283743413889,MARECHAL THAUMATURGO,1200351,ACRE
2018,4.048265520824206,MARECHAL THAUMATURGO,1200351,ACRE
2019,13.620834791037575,MARECHAL THAUMATURGO,1200351,ACRE
2020,28.65282107828177,MARECHAL THAUMATURGO,1200351,ACRE
2008,3.252363964541119,PLACIDO DE CASTRO,1200385,ACRE
2009,10.45982306347894,PLACIDO DE CASTRO,1200385,ACRE
2010,5.667094470808162,PLACIDO DE CASTRO,1200385,ACRE
2011,7.0077874210249975,PLACIDO DE CASTRO,1200385,ACRE
2012,3.8865724515179565,PLACIDO DE CASTRO,1200385,ACRE
2013,4.882421646925604,PLACIDO DE CASTRO,1200385,ACRE
2014,7.444832020847826,PLACIDO DE CASTRO,1200385,ACRE
2015,5.2096668404411215,PLACIDO DE CASTRO,1200385,ACRE
2016,8.106215548691683,PLACIDO DE CASTRO,1200385,ACRE
2017,5.00129234721106,PLACIDO DE CASTRO,1200385,ACRE
2018,12.411574465911109,PLACIDO DE CASTRO,1200385,ACRE
2019,9.068258401529219,PLACIDO DE CASTRO,1200385,ACRE
2020,8.275208437623968,PLACIDO DE CASTRO,1200385,ACRE
2008,8.207962581203162,PORTO ACRE,1200807,ACRE
2009,6.228830323095476,PORTO ACRE,1200807,ACRE
2010,0,PORTO ACRE,1200807,ACRE
2010,11.964908959010863,PORTO ACRE,1200807,ACRE
2011,0,PORTO ACRE,1200807,ACRE
2011,15.78143346615207,PORTO ACRE,1200807,ACRE
2012,0,PORTO ACRE,1200807,ACRE
2012,12.876009062486304,PORTO ACRE,1200807,ACRE
2013,3.7641504403124295,PORTO ACRE,1200807,ACRE
2014,0,PORTO ACRE,1200807,ACRE
2014,10.259847878702098,PORTO ACRE,1200807,ACRE
2015,0,PORTO ACRE,1200807,ACRE
2015,7.88747450677974,PORTO ACRE,1200807,ACRE
2016,0,PORTO ACRE,1200807,ACRE
2016,15.171634993726794,PORTO ACRE,1200807,ACRE
2017,0,PORTO ACRE,1200807,ACRE
2017,8.791644991819766,PORTO ACRE,1200807,ACRE
2018,0,PORTO ACRE,1200807,ACRE
2018,13.628933861349685,PORTO ACRE,1200807,ACRE
2019,0,PORTO ACRE,1200807,ACRE
2019,23.054016712355697,PORTO ACRE,1200807,ACRE
2020,0,PORTO ACRE,1200807,ACRE
2020,19.417085380840263,PORTO ACRE,1200807,ACRE
2008,6.648640672928153,PORTO WALTER,1200393,ACRE
2009,0.9804127626529819,PORTO WALTER,1200393,ACRE
2010,13.16527737546118,PORTO WALTER,1200393,ACRE
2011,10.43955536135305,PORTO WALTER,1200393,ACRE
2012,5.666977529730372,PORTO WALTER,1200393,ACRE
2013,1.5310829366848857,PORTO WALTER,1200393,ACRE
2014,9.052161898244664,PORTO WALTER,1200393,ACRE
2015,1.4670568317695447,PORTO WALTER,1200393,ACRE
2016,4.294898992478769,PORTO WALTER,1200393,ACRE
2017,3.122355795001796,PORTO WALTER,1200393,ACRE
2018,4.735784515904972,PORTO WALTER,1200393,ACRE
2019,8.716956412158261,PORTO WALTER,1200393,ACRE
2020,23.476794017803638,PORTO WALTER,1200393,ACRE
2008,28.827780373086426,RIO BRANCO,1200401,ACRE
2009,18.429944178156916,RIO BRANCO,1200401,ACRE
2010,19.799181627172832,RIO BRANCO,1200401,ACRE
2011,41.72578250450753,RIO BRANCO,1200401,ACRE
2012,27.656171461026062,RIO BRANCO,1200401,ACRE
2013,19.4587502076213,RIO BRANCO,1200401,ACRE
2014,32.65184325478464,RIO BRANCO,1200401,ACRE
2015,30.24013768069866,RIO BRANCO,1200401,ACRE
2016,52.05872410429484,RIO BRANCO,1200401,ACRE
2017,25.780311901082385,RIO BRANCO,1200401,ACRE
2018,35.917571010669405,RIO BRANCO,1200401,ACRE
2019,80.01631145018852,RIO BRANCO,1200401,ACRE
2020,55.49688076591982,RIO BRANCO,1200401,ACRE
2008,5.679923406171726,RODRIGUES ALVES,1200427,ACRE
2009,3.0349272367997857,RODRIGUES ALVES,1200427,ACRE
2010,10.836643013792184,RODRIGUES ALVES,1200427,ACRE
2011,5.37698585938777,RODRIGUES ALVES,1200427,ACRE
2012,4.575129768630901,RODRIGUES ALVES,1200427,ACRE
2013,3.914965401151842,RODRIGUES ALVES,1200427,ACRE
2014,2.721672481320737,RODRIGUES ALVES,1200427,ACRE
2015,2.4870497816238153,RODRIGUES ALVES,1200427,ACRE
2016,5.171994066364754,RODRIGUES ALVES,1200427,ACRE
2017,5.6478888992949035,RODRIGUES ALVES,1200427,ACRE
2018,10.069610242159587,RODRIGUES ALVES,1200427,ACRE
2019,13.134895201780589,RODRIGUES ALVES,1200427,ACRE
2020,16.712081545964253,RODRIGUES ALVES,1200427,ACRE
2008,2.1642529850391576,SANTA ROSA DO PURUS,1200435,ACRE
2009,1.8632315307651592,SANTA ROSA DO PURUS,1200435,ACRE
2010,3.1859964154933307,SANTA ROSA DO PURUS,1200435,ACRE
2011,2.882022349921957,SANTA ROSA DO PURUS,1200435,ACRE
2012,2.8497051640768127,SANTA ROSA DO PURUS,1200435,ACRE
2013,1.2369994429413418,SANTA ROSA DO PURUS,1200435,ACRE
2014,3.8872765476902886,SANTA ROSA DO PURUS,1200435,ACRE
2015,2.243469023891723,SANTA ROSA DO PURUS,1200435,ACRE
2016,2.0974396864560614,SANTA ROSA DO PURUS,1200435,ACRE
2017,2.39321327626527,SANTA ROSA DO PURUS,1200435,ACRE
2018,3.0917613464761318,SANTA ROSA DO PURUS,1200435,ACRE
2019,7.003623423128963,SANTA ROSA DO PURUS,1200435,ACRE
2020,5.162192982348826,SANTA ROSA DO PURUS,1200435,ACRE
2008,34.97601872145498,SENA MADUREIRA,1200500,ACRE
2008,0,SENA MADUREIRA,1200500,ACRE
2009,20.592028494694848,SENA MADUREIRA,1200500,ACRE
2010,37.0909034199444,SENA MADUREIRA,1200500,ACRE
2010,0,SENA MADUREIRA,1200500,ACRE
2011,39.37933680013725,SENA MADUREIRA,1200500,ACRE
2011,0,SENA MADUREIRA,1200500,ACRE
2012,38.4485689912171,SENA MADUREIRA,1200500,ACRE
2012,0,SENA MADUREIRA,1200500,ACRE
2013,31.87170918316891,SENA MADUREIRA,1200500,ACRE
2013,0,SENA MADUREIRA,1200500,ACRE
2014,52.17637635521394,SENA MADUREIRA,1200500,ACRE
2014,0,SENA MADUREIRA,1200500,ACRE
2015,42.148033430456245,SENA MADUREIRA,1200500,ACRE
2015,0,SENA MADUREIRA,1200500,ACRE
2016,55.6751021338115,SENA MADUREIRA,1200500,ACRE
2016,0,SENA MADUREIRA,1200500,ACRE
2017,34.529530755643435,SENA MADUREIRA,1200500,ACRE
2018,52.55063024682056,SENA MADUREIRA,1200500,ACRE
2018,0,SENA MADUREIRA,1200500,ACRE
2019,80.14145275381793,SENA MADUREIRA,1200500,ACRE
2019,0,SENA MADUREIRA,1200500,ACRE
2020,73.21649980226475,SENA MADUREIRA,1200500,ACRE
2020,0,SENA MADUREIRA,1200500,ACRE
2008,5.0128256488408285,SENADOR GUIOMARD,1200450,ACRE
2008,0,SENADOR GUIOMARD,1200450,ACRE
2009,7.331278058688988,SENADOR GUIOMARD,1200450,ACRE
2010,3.8549814369294353,SENADOR GUIOMARD,1200450,ACRE
2011,7.089909923073553,SENADOR GUIOMARD,1200450,ACRE
2012,2.413800323695873,SENADOR GUIOMARD,1200450,ACRE
2013,4.157145030668163,SENADOR GUIOMARD,1200450,ACRE
2014,3.9797750204780074,SENADOR GUIOMARD,1200450,ACRE
2015,4.8903030111637875,SENADOR GUIOMARD,1200450,ACRE
2016,9.106728229962787,SENADOR GUIOMARD,1200450,ACRE
2017,4.880541255028475,SENADOR GUIOMARD,1200450,ACRE
2018,8.757499055093888,SENADOR GUIOMARD,1200450,ACRE
2019,6.573269011656977,SENADOR GUIOMARD,1200450,ACRE
2020,9.855873776342412,SENADOR GUIOMARD,1200450,ACRE
2008,36.86702852625179,TARAUACA,1200609,ACRE
2009,15.407996300963928,TARAUACA,1200609,ACRE
2010,0,TARAUACA,1200609,ACRE
2010,24.99829269232269,TARAUACA,1200609,ACRE
2011,19.22875291944502,TARAUACA,1200609,ACRE
2012,28.743772126091834,TARAUACA,1200609,ACRE
2013,13.805726354232846,TARAUACA,1200609,ACRE
2014,36.299267754374476,TARAUACA,1200609,ACRE
2015,3.8341028744912364,TARAUACA,1200609,ACRE
2016,13.210885893558519,TARAUACA,1200609,ACRE
2017,14.630318606041502,TARAUACA,1200609,ACRE
2018,45.832180523638385,TARAUACA,1200609,ACRE
2019,67.21640738504864,TARAUACA,1200609,ACRE
2020,51.184361219803684,TARAUACA,1200609,ACRE
2008,22.985778211665398,XAPURI,1200708,ACRE
2009,6.998798716310163,XAPURI,1200708,ACRE
2010,5.559955784260975,XAPURI,1200708,ACRE
2011,14.752474293626774,XAPURI,1200708,ACRE
2012,18.3281770452967,XAPURI,1200708,ACRE
2013,10.6716104885647,XAPURI,1200708,ACRE
2014,18.29543219095449,XAPURI,1200708,ACRE
2015,17.5556555328599,XAPURI,1200708,ACRE
2016,32.74983464739602,XAPURI,1200708,ACRE
2017,20.915748163538026,XAPURI,1200708,ACRE
2018,25.4370733739183,XAPURI,1200708,ACRE
2019,60.10660270329398,XAPURI,1200708,ACRE
2020,39.43276325680763,XAPURI,1200708,ACRE
2008,1.8898445683819578,AMAPA,1600105,AMAPA
2009,1.8772837739518755,AMAPA,1600105,AMAPA
2010,1.8275270440552003,AMAPA,1600105,AMAPA
2011,0.2090488014690627,AMAPA,1600105,AMAPA
2013,0.4504270873723913,AMAPA,1600105,AMAPA
2014,0.6809954604652002,AMAPA,1600105,AMAPA
2015,0.29797731397976357,AMAPA,1600105,AMAPA
2016,0.14270481400391163,AMAPA,1600105,AMAPA
2017,0.15999740047480393,AMAPA,1600105,AMAPA
2019,0.6930924014028679,AMAPA,1600105,AMAPA
2008,6.299894064427058,CALCOENE,1600204,AMAPA
2009,8.057039634628865,CALCOENE,1600204,AMAPA
2010,11.847304362687806,CALCOENE,1600204,AMAPA
2011,1.0342464294133864,CALCOENE,1600204,AMAPA
2012,1.1061915065647978,CALCOENE,1600204,AMAPA
2013,2.9852161735429092,CALCOENE,1600204,AMAPA
2014,1.751009084843328,CALCOENE,1600204,AMAPA
2015,0.9035518258556069,CALCOENE,1600204,AMAPA
2016,0.5377019924115588,CALCOENE,1600204,AMAPA
2017,2.8562448298842558,CALCOENE,1600204,AMAPA
2018,1.8983722583306208,CALCOENE,1600204,AMAPA
2019,2.059622601305408,CALCOENE,1600204,AMAPA
2020,1.1046429288116748,CALCOENE,1600204,AMAPA
2008,2.389531392672887,CUTIAS,1600212,AMAPA
2009,0.2804748168287689,CUTIAS,1600212,AMAPA
2010,4.9424390137974505,CUTIAS,1600212,AMAPA
2011,0.346456625213421,CUTIAS,1600212,AMAPA
2013,0.2329345254325556,CUTIAS,1600212,AMAPA
2014,1.4115994771856435,CUTIAS,1600212,AMAPA
2015,0.48770570859117357,CUTIAS,1600212,AMAPA
2016,1.3191930696777494,CUTIAS,1600212,AMAPA
2017,0.13267516698669551,CUTIAS,1600212,AMAPA
2018,0.6116315472458864,CUTIAS,1600212,AMAPA
2019,0.7795580316861316,CUTIAS,1600212,AMAPA
2020,0.40248803314149845,CUTIAS,1600212,AMAPA
2008,2.8398346088378372,FERREIRA GOMES,1600238,AMAPA
2009,1.0643390665983437,FERREIRA GOMES,1600238,AMAPA
2010,2.3061603019787054,FERREIRA GOMES,1600238,AMAPA
2011,0.5061313232495701,FERREIRA GOMES,1600238,AMAPA
2012,0.14761224292209257,FERREIRA GOMES,1600238,AMAPA
2013,0.37821017813393876,FERREIRA GOMES,1600238,AMAPA
2014,0.6065038578152484,FERREIRA GOMES,1600238,AMAPA
2015,3.5261512748913715,FERREIRA GOMES,1600238,AMAPA
2016,0.9588650707602403,FERREIRA GOMES,1600238,AMAPA
2018,0.3126963408948844,FERREIRA GOMES,1600238,AMAPA
2019,1.2950351948892378,FERREIRA GOMES,1600238,AMAPA
2020,0.43905355265366225,FERREIRA GOMES,1600238,AMAPA
2008,0.20116792293488933,ITAUBAL,1600253,AMAPA
2010,3.859079933200806,ITAUBAL,1600253,AMAPA
2011,0.41829405057060565,ITAUBAL,1600253,AMAPA
2012,0.23510758458926098,ITAUBAL,1600253,AMAPA
2014,0.24581848341224066,ITAUBAL,1600253,AMAPA
2018,1.7795190410161825,ITAUBAL,1600253,AMAPA
2019,0.08902376588557288,ITAUBAL,1600253,AMAPA
2008,9.034662986412945,LARANJAL DO JARI,1600279,AMAPA
2009,5.093298260399367,LARANJAL DO JARI,1600279,AMAPA
2010,5.013161580570072,LARANJAL DO JARI,1600279,AMAPA
2011,1.671816096662513,LARANJAL DO JARI,1600279,AMAPA
2012,3.3699968492403416,LARANJAL DO JARI,1600279,AMAPA
2013,0.7766289613747511,LARANJAL DO JARI,1600279,AMAPA
2014,3.743270884607247,LARANJAL DO JARI,1600279,AMAPA
2015,1.4458760485169542,LARANJAL DO JARI,1600279,AMAPA
2016,0.7305885347985579,LARANJAL DO JARI,1600279,AMAPA
2017,1.8963644295537627,LARANJAL DO JARI,1600279,AMAPA
2018,1.7067318546256398,LARANJAL DO JARI,1600279,AMAPA
2019,1.489443375561883,LARANJAL DO JARI,1600279,AMAPA
2020,0.36780480751305455,LARANJAL DO JARI,1600279,AMAPA
2008,7.064748114231828,MACAPA,1600303,AMAPA
2009,0.8626771297485057,MACAPA,1600303,AMAPA
2010,8.907004579714188,MACAPA,1600303,AMAPA
2011,0.8295324875774688,MACAPA,1600303,AMAPA
2012,2.263111700132169,MACAPA,1600303,AMAPA
2013,1.3612511619146066,MACAPA,1600303,AMAPA
2014,2.6371544017210473,MACAPA,1600303,AMAPA
2015,2.9735874339959993,MACAPA,1600303,AMAPA
2016,1.661467554093666,MACAPA,1600303,AMAPA
2017,0.647233798667168,MACAPA,1600303,AMAPA
2018,3.7850470616334437,MACAPA,1600303,AMAPA
2019,7.157312315246889,MACAPA,1600303,AMAPA
2020,1.4212372877315704,MACAPA,1600303,AMAPA
2008,15.662077099849338,MAZAGAO,1600402,AMAPA
2009,5.9018597613712185,MAZAGAO,1600402,AMAPA
2010,1.181015115018185,MAZAGAO,1600402,AMAPA
2011,1.5220946325088371,MAZAGAO,1600402,AMAPA
2012,4.479613059449449,MAZAGAO,1600402,AMAPA
2013,0.9699412409783728,MAZAGAO,1600402,AMAPA
2014,3.2677142636496046,MAZAGAO,1600402,AMAPA
2015,1.865778580991429,MAZAGAO,1600402,AMAPA
2016,1.2895018909796183,MAZAGAO,1600402,AMAPA
2017,1.4825480968250588,MAZAGAO,1600402,AMAPA
2018,4.412560107215935,MAZAGAO,1600402,AMAPA
2019,2.335380642349741,MAZAGAO,1600402,AMAPA
2020,0.710534763209937,MAZAGAO,1600402,AMAPA
2008,11.641499127268057,OIAPOQUE,1600501,AMAPA
2009,4.1423867403063515,OIAPOQUE,1600501,AMAPA
2010,5.024068695816851,OIAPOQUE,1600501,AMAPA
2011,2.08478467705746,OIAPOQUE,1600501,AMAPA
2012,2.3668092296525254,OIAPOQUE,1600501,AMAPA
2013,4.941303120929653,OIAPOQUE,1600501,AMAPA
2014,2.548357362134506,OIAPOQUE,1600501,AMAPA
2015,1.2330400870557523,OIAPOQUE,1600501,AMAPA
2016,0.4907016915147842,OIAPOQUE,1600501,AMAPA
2017,1.4796824371737616,OIAPOQUE,1600501,AMAPA
2018,2.2401159525142913,OIAPOQUE,1600501,AMAPA
2019,7.23506545711385,OIAPOQUE,1600501,AMAPA
2020,0.665005645740717,OIAPOQUE,1600501,AMAPA
2008,3.652311662740762,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2009,4.663008691403157,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2010,1.8140254235990496,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2011,1.3398719874669298,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2012,0.8372623977481041,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2013,3.0769463164263438,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2014,5.0131324386143445,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2015,1.1237105513741468,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2016,1.3654968149540891,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2017,1.3680724965441173,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2018,1.974843689486682,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2019,4.706615408823223,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2020,1.00835357358135,PEDRA BRANCA DO AMAPARI,1600154,AMAPA
2008,14.29324995736347,PORTO GRANDE,1600535,AMAPA
2009,4.603426342972677,PORTO GRANDE,1600535,AMAPA
2010,1.7247183977527332,PORTO GRANDE,1600535,AMAPA
2011,2.528218895796046,PORTO GRANDE,1600535,AMAPA
2012,2.6577137343535027,PORTO GRANDE,1600535,AMAPA
2013,1.8623333164507714,PORTO GRANDE,1600535,AMAPA
2014,2.393121793597036,PORTO GRANDE,1600535,AMAPA
2015,0.6164161882532894,PORTO GRANDE,1600535,AMAPA
2016,0.7973690105616595,PORTO GRANDE,1600535,AMAPA
2017,2.9147851113910197,PORTO GRANDE,1600535,AMAPA
2018,1.0650575203111816,PORTO GRANDE,1600535,AMAPA
2019,2.8731530740841675,PORTO GRANDE,1600535,AMAPA
2020,0.5895719978339029,PORTO GRANDE,1600535,AMAPA
2008,5.232391053011632,PRACUUBA,1600550,AMAPA
2009,2.7155979374047394,PRACUUBA,1600550,AMAPA
2010,3.91862537712469,PRACUUBA,1600550,AMAPA
2011,0.6604479106406742,PRACUUBA,1600550,AMAPA
2013,2.0940589334681317,PRACUUBA,1600550,AMAPA
2014,1.1547397127726227,PRACUUBA,1600550,AMAPA
2015,0.9276250245570359,PRACUUBA,1600550,AMAPA
2016,0.27820398083842707,PRACUUBA,1600550,AMAPA
2017,0.17696617738038875,PRACUUBA,1600550,AMAPA
2018,0.17631311092447977,PRACUUBA,1600550,AMAPA
2019,1.6470417394639096,PRACUUBA,1600550,AMAPA
2020,0.774452938362259,PRACUUBA,1600550,AMAPA
2008,4.3709176514685755,SANTANA,1600600,AMAPA
2009,0.07747093504028414,SANTANA,1600600,AMAPA
2010,0.30857603297861885,SANTANA,1600600,AMAPA
2011,0.09804581015327568,SANTANA,1600600,AMAPA
2012,0.17913519009395976,SANTANA,1600600,AMAPA
