year,areakm,municipality,geocode_ibge,state
2015,0,LABREA,1302405,AMAZONAS
2016,309.7623335371104,LABREA,1302405,AMAZONAS
2016,0,LABREA,1302405,AMAZONAS
2017,276.84812627014975,LABREA,1302405,AMAZONAS
2017,0,LABREA,1302405,AMAZONAS
2018,317.7348589053076,LABREA,1302405,AMAZONAS
2018,0,LABREA,1302405,AMAZONAS
2019,381.73224005434497,LABREA,1302405,AMAZONAS
2019,0,LABREA,1302405,AMAZONAS
2020,382.8660230990051,LABREA,1302405,AMAZONAS
2020,0,LABREA,1302405,AMAZONAS
2008,2.1606506436421,MANACAPURU,1302504,AMAZONAS
2009,14.728504970168737,MANACAPURU,1302504,AMAZONAS
2010,10.712549294024086,MANACAPURU,1302504,AMAZONAS
2011,8.73413155488494,MANACAPURU,1302504,AMAZONAS
2012,1.4367644376071984,MANACAPURU,1302504,AMAZONAS
2013,1.8124598753094714,MANACAPURU,1302504,AMAZONAS
2014,3.485431686137911,MANACAPURU,1302504,AMAZONAS
2015,7.9301762948563415,MANACAPURU,1302504,AMAZONAS
2016,4.288375524118541,MANACAPURU,1302504,AMAZONAS
2017,2.524285686514804,MANACAPURU,1302504,AMAZONAS
2018,1.9285157462389586,MANACAPURU,1302504,AMAZONAS
2019,4.138263087939807,MANACAPURU,1302504,AMAZONAS
2020,10.78955952600649,MANACAPURU,1302504,AMAZONAS
2008,0.6854600707124531,MANAQUIRI,1302553,AMAZONAS
2009,2.047646726008639,MANAQUIRI,1302553,AMAZONAS
2010,2.186826386454005,MANAQUIRI,1302553,AMAZONAS
2011,1.6852149471665334,MANAQUIRI,1302553,AMAZONAS
2012,0.07005621148450952,MANAQUIRI,1302553,AMAZONAS
2013,0.6597018521517123,MANAQUIRI,1302553,AMAZONAS
2014,0.07113091584470385,MANAQUIRI,1302553,AMAZONAS
2015,3.07732356996359,MANAQUIRI,1302553,AMAZONAS
2016,0.9946783526301737,MANAQUIRI,1302553,AMAZONAS
2017,1.0107585325130148,MANAQUIRI,1302553,AMAZONAS
2018,0.4720339114998446,MANAQUIRI,1302553,AMAZONAS
2019,1.4973428530631443,MANAQUIRI,1302553,AMAZONAS
2020,2.0061790288287193,MANAQUIRI,1302553,AMAZONAS
2008,2.960259670913748,MANAUS,1302603,AMAZONAS
2009,3.6836459334455696,MANAUS,1302603,AMAZONAS
2010,10.304697273827742,MANAUS,1302603,AMAZONAS
2011,2.189391703118322,MANAUS,1302603,AMAZONAS
2012,3.882759785643638,MANAUS,1302603,AMAZONAS
2013,2.3120869181734025,MANAUS,1302603,AMAZONAS
2014,2.273162124437503,MANAUS,1302603,AMAZONAS
2015,1.7923812440520657,MANAUS,1302603,AMAZONAS
2016,1.2148133369076097,MANAUS,1302603,AMAZONAS
2017,1.9697590724398941,MANAUS,1302603,AMAZONAS
2018,0.9790015479247428,MANAUS,1302603,AMAZONAS
2019,4.634608379684961,MANAUS,1302603,AMAZONAS
2020,6.661193922740588,MANAUS,1302603,AMAZONAS
2008,41.08255442426698,MANICORE,1302702,AMAZONAS
2009,29.845505190573952,MANICORE,1302702,AMAZONAS
2010,63.08477983452827,MANICORE,1302702,AMAZONAS
2011,54.630333979419916,MANICORE,1302702,AMAZONAS
2012,60.46637821297901,MANICORE,1302702,AMAZONAS
2013,42.839630629810244,MANICORE,1302702,AMAZONAS
2014,29.28250171912212,MANICORE,1302702,AMAZONAS
2015,72.308310595542,MANICORE,1302702,AMAZONAS
2016,85.93428123099916,MANICORE,1302702,AMAZONAS
2017,99.39528776368118,MANICORE,1302702,AMAZONAS
2018,81.1285500497278,MANICORE,1302702,AMAZONAS
2019,81.64515905220443,MANICORE,1302702,AMAZONAS
2020,79.7672246506877,MANICORE,1302702,AMAZONAS
2008,2.981217673176786,MARAA,1302801,AMAZONAS
2009,0.5299277168909329,MARAA,1302801,AMAZONAS
2010,5.657641643350833,MARAA,1302801,AMAZONAS
2011,0.6476705260940537,MARAA,1302801,AMAZONAS
2012,0.7594896103998927,MARAA,1302801,AMAZONAS
2013,1.1533272145483622,MARAA,1302801,AMAZONAS
2014,2.3182051266779777,MARAA,1302801,AMAZONAS
2015,0.07590506856330038,MARAA,1302801,AMAZONAS
2016,1.696233731400004,MARAA,1302801,AMAZONAS
2017,0.9905800268166614,MARAA,1302801,AMAZONAS
2018,1.0929332817153607,MARAA,1302801,AMAZONAS
2019,1.0464650589994007,MARAA,1302801,AMAZONAS
2020,0.8592488412413125,MARAA,1302801,AMAZONAS
2008,19.843877637361054,MAUES,1302900,AMAZONAS
2009,8.372544704466062,MAUES,1302900,AMAZONAS
2010,14.368836801536482,MAUES,1302900,AMAZONAS
2011,14.642382428289263,MAUES,1302900,AMAZONAS
2012,10.919954003896827,MAUES,1302900,AMAZONAS
2013,15.558231508467092,MAUES,1302900,AMAZONAS
2014,13.635423967380662,MAUES,1302900,AMAZONAS
2015,9.953349663595516,MAUES,1302900,AMAZONAS
2016,38.37060467922244,MAUES,1302900,AMAZONAS
2017,20.57793618810842,MAUES,1302900,AMAZONAS
2018,6.473056691274942,MAUES,1302900,AMAZONAS
2019,16.0123191879614,MAUES,1302900,AMAZONAS
2020,21.389501817854065,MAUES,1302900,AMAZONAS
2008,0.8191827755095725,NHAMUNDA,1303007,AMAZONAS
2009,4.3563718127901,NHAMUNDA,1303007,AMAZONAS
2010,0,NHAMUNDA,1303007,AMAZONAS
2010,13.905249103171302,NHAMUNDA,1303007,AMAZONAS
2011,0,NHAMUNDA,1303007,AMAZONAS
2011,4.152392476970857,NHAMUNDA,1303007,AMAZONAS
2012,0,NHAMUNDA,1303007,AMAZONAS
2012,2.578035141783669,NHAMUNDA,1303007,AMAZONAS
2013,2.5981899971058016,NHAMUNDA,1303007,AMAZONAS
2014,2.7244407757842124,NHAMUNDA,1303007,AMAZONAS
2015,0,NHAMUNDA,1303007,AMAZONAS
2015,4.699992466279908,NHAMUNDA,1303007,AMAZONAS
2016,1.4506106713081106,NHAMUNDA,1303007,AMAZONAS
2017,0,NHAMUNDA,1303007,AMAZONAS
2017,1.9343734174721186,NHAMUNDA,1303007,AMAZONAS
2018,4.7495659616121415,NHAMUNDA,1303007,AMAZONAS
2019,2.9536246642938053,NHAMUNDA,1303007,AMAZONAS
2020,3.7917184597699403,NHAMUNDA,1303007,AMAZONAS
2008,6.197152101476796,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2009,1.2399458840275703,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2010,2.3438517035416937,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2011,3.0736610055334936,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2012,2.1699157245277827,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2013,0.8460973771439801,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2014,2.539354139949516,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2015,5.395689666305655,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2016,3.742092950913833,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2017,3.26192685931868,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2018,1.9689202542033066,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2019,5.941098636995263,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2020,6.067299140815801,NOVA OLINDA DO NORTE,1303106,AMAZONAS
2008,0.9445941478394,NOVO AIRAO,1303205,AMAZONAS
2009,0,NOVO AIRAO,1303205,AMAZONAS
2009,1.9059583092929644,NOVO AIRAO,1303205,AMAZONAS
2010,2.7126416523330854,NOVO AIRAO,1303205,AMAZONAS
2011,1.1638585530332581,NOVO AIRAO,1303205,AMAZONAS
2012,0.4544538729201624,NOVO AIRAO,1303205,AMAZONAS
2013,0.5819506284041746,NOVO AIRAO,1303205,AMAZONAS
2014,1.2372354802656347,NOVO AIRAO,1303205,AMAZONAS
2015,0.6405501064591651,NOVO AIRAO,1303205,AMAZONAS
2016,0.8910684713166206,NOVO AIRAO,1303205,AMAZONAS
2017,1.5322258964524735,NOVO AIRAO,1303205,AMAZONAS
2018,0.6478956420475237,NOVO AIRAO,1303205,AMAZONAS
2019,3.2266869395936366,NOVO AIRAO,1303205,AMAZONAS
2020,0.8011455858135343,NOVO AIRAO,1303205,AMAZONAS
2008,62.73010426733109,NOVO ARIPUANA,1303304,AMAZONAS
2009,15.704794124126908,NOVO ARIPUANA,1303304,AMAZONAS
2010,20.314350026853727,NOVO ARIPUANA,1303304,AMAZONAS
2011,17.817540470692197,NOVO ARIPUANA,1303304,AMAZONAS
2012,17.592051071910443,NOVO ARIPUANA,1303304,AMAZONAS
2013,42.81063516512759,NOVO ARIPUANA,1303304,AMAZONAS
2014,25.685905294098184,NOVO ARIPUANA,1303304,AMAZONAS
2015,53.1903866134191,NOVO ARIPUANA,1303304,AMAZONAS
2016,152.43893165647805,NOVO ARIPUANA,1303304,AMAZONAS
2017,126.53294087092654,NOVO ARIPUANA,1303304,AMAZONAS
2018,140.39981054670463,NOVO ARIPUANA,1303304,AMAZONAS
2019,230.8862958712967,NOVO ARIPUANA,1303304,AMAZONAS
2020,110.14045344347126,NOVO ARIPUANA,1303304,AMAZONAS
2008,4.71535332480958,PARINTINS,1303403,AMAZONAS
2009,5.167265474532826,PARINTINS,1303403,AMAZONAS
2010,7.091649232481307,PARINTINS,1303403,AMAZONAS
2010,0,PARINTINS,1303403,AMAZONAS
2011,4.857108131907825,PARINTINS,1303403,AMAZONAS
2012,1.3220225160541768,PARINTINS,1303403,AMAZONAS
2013,3.8011187740174814,PARINTINS,1303403,AMAZONAS
2014,5.641116071403245,PARINTINS,1303403,AMAZONAS
2015,3.1308744111746756,PARINTINS,1303403,AMAZONAS
2016,1.1117661740176235,PARINTINS,1303403,AMAZONAS
2017,2.05290095882978,PARINTINS,1303403,AMAZONAS
2018,2.5229845915060274,PARINTINS,1303403,AMAZONAS
2019,3.318462831422244,PARINTINS,1303403,AMAZONAS
2020,2.959719376455388,PARINTINS,1303403,AMAZONAS
2008,3.138537082119831,PAUINI,1303502,AMAZONAS
2009,3.2419675941430395,PAUINI,1303502,AMAZONAS
2010,5.07513410131706,PAUINI,1303502,AMAZONAS
2011,5.7075577050847555,PAUINI,1303502,AMAZONAS
2012,9.513422502439507,PAUINI,1303502,AMAZONAS
2013,4.701225298281755,PAUINI,1303502,AMAZONAS
2014,9.43548395782311,PAUINI,1303502,AMAZONAS
2015,6.46965958252888,PAUINI,1303502,AMAZONAS
2016,5.631589138900084,PAUINI,1303502,AMAZONAS
2017,13.586392129029115,PAUINI,1303502,AMAZONAS
2018,8.340166263040484,PAUINI,1303502,AMAZONAS
2019,10.333445341773444,PAUINI,1303502,AMAZONAS
2020,21.807921770687237,PAUINI,1303502,AMAZONAS
2008,18.89130291501735,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2008,0,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2009,13.749309538807275,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2010,9.242073365770727,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2011,11.681447565967655,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2012,5.348585035867949,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2013,4.095294305886461,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2014,6.59053129733157,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2014,0,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2015,7.514150770153395,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2016,6.406927215123787,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2017,8.576473852232501,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2018,5.837606454162654,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2019,9.636718479604081,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2020,9.406035694965066,PRESIDENTE FIGUEIREDO,1303536,AMAZONAS
2008,7.125372731903774,RIO PRETO DA EVA,1303569,AMAZONAS
2009,1.2965142482945529,RIO PRETO DA EVA,1303569,AMAZONAS
2010,3.921834516112406,RIO PRETO DA EVA,1303569,AMAZONAS
2011,5.569730499107806,RIO PRETO DA EVA,1303569,AMAZONAS
2012,2.9282431739857238,RIO PRETO DA EVA,1303569,AMAZONAS
2013,0.6005521114927795,RIO PRETO DA EVA,1303569,AMAZONAS
2014,1.1629343566066224,RIO PRETO DA EVA,1303569,AMAZONAS
2015,1.6397894249057945,RIO PRETO DA EVA,1303569,AMAZONAS
2016,3.9527199798250527,RIO PRETO DA EVA,1303569,AMAZONAS
2017,2.342751419402062,RIO PRETO DA EVA,1303569,AMAZONAS
2018,1.8802964243639428,RIO PRETO DA EVA,1303569,AMAZONAS
2019,3.6037236345025017,RIO PRETO DA EVA,1303569,AMAZONAS
2020,2.9704390927823523,RIO PRETO DA EVA,1303569,AMAZONAS
2008,1.3406508556905312,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2009,0.10346759774710228,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2010,5.69833790924688,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2011,1.8725310646552218,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2012,1.3915076205733274,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2013,0.1416173199892203,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2014,0.8844296152225141,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2015,0.4984384965300701,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2016,0.507763236410818,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2017,0.6741429899394349,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2018,0.7206046835546327,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2019,3.128462269077415,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2020,1.0146766138703367,SANTA ISABEL DO RIO NEGRO,1303601,AMAZONAS
2008,1.0057158877371084,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2009,1.2008736869151653,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2010,0.925654161613497,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2011,2.779039054121131,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2012,0.24454965292061942,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2015,0.05430942706401087,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2016,0.9591920688197288,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2017,1.2888868986192918,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2018,0.39049818172482914,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2019,0.6068104068726808,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2020,3.0004266946585183,SANTO ANTONIO DO ICA,1303700,AMAZONAS
2008,9.083861776341875,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2009,4.425229029250498,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2010,9.76741778590409,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2011,3.9757581249581575,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2012,2.7779290509039076,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2013,1.3358918680016136,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2014,2.0173372100808313,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2015,0.49397176840523327,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2016,1.6623055936785647,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2017,0.9900774595768328,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2018,1.7864886633857489,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2019,6.346943074578955,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2020,6.323229817388818,SAO GABRIEL DA CACHOEIRA,1303809,AMAZONAS
2008,0.2947111083486785,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2009,0.6226040920817384,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2010,0.8334482255952274,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2011,0.9276090047430251,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2012,0.5667982084430692,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2013,0.25903306824490446,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2014,0.4593915229837953,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2015,0.3013023402360243,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2016,1.4501871469175884,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2017,0.9389316420108278,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2018,0.24751757308708766,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2019,2.814548604312145,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2020,3.391349091550324,SAO PAULO DE OLIVENCA,1303908,AMAZONAS
2008,5.576145961814919,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2009,2.2424825940389055,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2010,4.781178472726531,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2011,2.676177557169221,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2012,0.9292849607929903,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2013,4.069096935382678,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2014,4.834557858994342,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2015,1.696586792519237,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2016,0.7043041594671873,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2017,3.6150406604746723,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2018,0.7230000541963966,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2019,2.1852978129525695,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2020,1.3195151450613085,SAO SEBASTIAO DO UATUMA,1303957,AMAZONAS
2008,2.8259630572046044,SILVES,1304005,AMAZONAS
2009,0.29901463757123675,SILVES,1304005,AMAZONAS
2010,2.486256358693933,SILVES,1304005,AMAZONAS
2011,1.735760003320314,SILVES,1304005,AMAZONAS
2012,2.397066780127516,SILVES,1304005,AMAZONAS
2013,0.861570443597954,SILVES,1304005,AMAZONAS
2014,1.3238166762142223,SILVES,1304005,AMAZONAS
2015,0.7027755267835948,SILVES,1304005,AMAZONAS
2016,1.3844213928710165,SILVES,1304005,AMAZONAS
2017,1.0268760565620028,SILVES,1304005,AMAZONAS
2018,0.6684881673587565,SILVES,1304005,AMAZONAS
2019,1.632385451824101,SILVES,1304005,AMAZONAS
2020,1.6142048750288267,SILVES,1304005,AMAZONAS
2008,1.0331925209801078,TABATINGA,1304062,AMAZONAS
2009,1.0938578577872022,TABATINGA,1304062,AMAZONAS
2010,0.9584307295002006,TABATINGA,1304062,AMAZONAS
2011,0.869930437247913,TABATINGA,1304062,AMAZONAS
2012,0.7205650597908891,TABATINGA,1304062,AMAZONAS
2013,0.2310040514923185,TABATINGA,1304062,AMAZONAS
2014,3.727940934512977,TABATINGA,1304062,AMAZONAS
2015,0.23735677855786283,TABATINGA,1304062,AMAZONAS
2016,1.8086483472212926,TABATINGA,1304062,AMAZONAS
2017,0.44041474451218066,TABATINGA,1304062,AMAZONAS
2018,0.16076430508166523,TABATINGA,1304062,AMAZONAS
2019,1.6671432562859887,TABATINGA,1304062,AMAZONAS
2020,0.634940568804183,TABATINGA,1304062,AMAZONAS
2008,3.060786816802194,TAPAUA,1304104,AMAZONAS
2009,0.7125047512059501,TAPAUA,1304104,AMAZONAS
2010,5.287769636875467,TAPAUA,1304104,AMAZONAS
2011,4.388160701763622,TAPAUA,1304104,AMAZONAS
2012,0.6658733580980075,TAPAUA,1304104,AMAZONAS
2013,2.5631372526056584,TAPAUA,1304104,AMAZONAS
2014,2.6510773802932097,TAPAUA,1304104,AMAZONAS
2015,0.4919698736441037,TAPAUA,1304104,AMAZONAS
2016,2.958646243851174,TAPAUA,1304104,AMAZONAS
2017,4.185778339923922,TAPAUA,1304104,AMAZONAS
2018,17.751110606466845,TAPAUA,1304104,AMAZONAS
2019,21.125848975815565,TAPAUA,1304104,AMAZONAS
2020,16.794076742720218,TAPAUA,1304104,AMAZONAS
2008,9.78449871823057,TEFE,1304203,AMAZONAS
2009,4.330408073969658,TEFE,1304203,AMAZONAS
2010,8.749587584043024,TEFE,1304203,AMAZONAS
2011,3.424556964521504,TEFE,1304203,AMAZONAS
2012,2.9056788226714874,TEFE,1304203,AMAZONAS
2013,1.9919106871230077,TEFE,1304203,AMAZONAS
2014,15.46431489387105,TEFE,1304203,AMAZONAS
2015,2.242559909765685,TEFE,1304203,AMAZONAS
2016,8.101035378226866,TEFE,1304203,AMAZONAS
2017,5.727136129747866,TEFE,1304203,AMAZONAS
2018,8.326099119780142,TEFE,1304203,AMAZONAS
2019,7.535863096887828,TEFE,1304203,AMAZONAS
2020,10.44818978321562,TEFE,1304203,AMAZONAS
2008,0.2996170892247109,TONANTINS,1304237,AMAZONAS
2009,0.4358245717052272,TONANTINS,1304237,AMAZONAS
2010,0.8728677946177545,TONANTINS,1304237,AMAZONAS
2011,0.9886701436808008,TONANTINS,1304237,AMAZONAS
2012,0.25817938905916255,TONANTINS,1304237,AMAZONAS
2014,0.48559202890276404,TONANTINS,1304237,AMAZONAS
2016,0.26321757553741315,TONANTINS,1304237,AMAZONAS
2017,7.847906509773101,TONANTINS,1304237,AMAZONAS
2018,0.09250985441941628,TONANTINS,1304237,AMAZONAS
2019,0.23603808008689497,TONANTINS,1304237,AMAZONAS
2020,1.1296764254216594,TONANTINS,1304237,AMAZONAS
2008,6.698952009144014,UARINI,1304260,AMAZONAS
2009,0.5111172958333738,UARINI,1304260,AMAZONAS
2010,3.5731236078477866,UARINI,1304260,AMAZONAS
2011,1.3280802547130035,UARINI,1304260,AMAZONAS
2012,2.0339860794526614,UARINI,1304260,AMAZONAS
2013,0.5977476887234214,UARINI,1304260,AMAZONAS
2014,8.542382471516856,UARINI,1304260,AMAZONAS
2015,0.4417513694016706,UARINI,1304260,AMAZONAS
2016,5.137439962506703,UARINI,1304260,AMAZONAS
2017,2.560434760452502,UARINI,1304260,AMAZONAS
2018,5.35611511175249,UARINI,1304260,AMAZONAS
2019,2.4456423029568866,UARINI,1304260,AMAZONAS
2020,3.4642670867280314,UARINI,1304260,AMAZONAS
2008,2.045685122304061,URUCARA,1304302,AMAZONAS
2009,1.6389244182184752,URUCARA,1304302,AMAZONAS
2010,4.055079465477563,URUCARA,1304302,AMAZONAS
2011,1.8424100810595296,URUCARA,1304302,AMAZONAS
2012,0.49466974366694494,URUCARA,1304302,AMAZONAS
2013,2.2497556659615685,URUCARA,1304302,AMAZONAS
2014,1.4043841949529996,URUCARA,1304302,AMAZONAS
2015,0.390890392317651,URUCARA,1304302,AMAZONAS
2016,0.36469668524200194,URUCARA,1304302,AMAZONAS
2017,0.63976400795457,URUCARA,1304302,AMAZONAS
2018,0.5358966763512181,URUCARA,1304302,AMAZONAS
2019,0.9668434134583233,URUCARA,1304302,AMAZONAS
2020,0.46869954278353376,URUCARA,1304302,AMAZONAS
2008,0.5561164176662567,URUCURITUBA,1304401,AMAZONAS
2010,1.0679718928266508,URUCURITUBA,1304401,AMAZONAS
2011,0.5609088210514994,URUCURITUBA,1304401,AMAZONAS
2013,0.7960094579244845,URUCURITUBA,1304401,AMAZONAS
2014,0.8538073900429506,URUCURITUBA,1304401,AMAZONAS
2015,0.13897314817057166,URUCURITUBA,1304401,AMAZONAS
2016,0.07808735821339488,URUCURITUBA,1304401,AMAZONAS
2017,0.13567171499649053,URUCURITUBA,1304401,AMAZONAS
2019,0.3880077751310155,URUCURITUBA,1304401,AMAZONAS
2020,0.06633243958068441,URUCURITUBA,1304401,AMAZONAS
2008,0,ACAILANDIA,2100055,MARANHAO
2008,54.76984577666161,ACAILANDIA,2100055,MARANHAO
2009,23.87443389136442,ACAILANDIA,2100055,MARANHAO
2010,14.365688043724898,ACAILANDIA,2100055,MARANHAO
2011,8.413279791126673,ACAILANDIA,2100055,MARANHAO
2012,0,ACAILANDIA,2100055,MARANHAO
2012,5.493044313160312,ACAILANDIA,2100055,MARANHAO
2013,0,ACAILANDIA,2100055,MARANHAO
2013,6.708918991054223,ACAILANDIA,2100055,MARANHAO
2014,7.291826983913443,ACAILANDIA,2100055,MARANHAO
2015,7.992148578310962,ACAILANDIA,2100055,MARANHAO
2016,7.302740816729555,ACAILANDIA,2100055,MARANHAO
2017,4.259938176436672,ACAILANDIA,2100055,MARANHAO
2018,9.7839874161463,ACAILANDIA,2100055,MARANHAO
2019,10.258901449223611,ACAILANDIA,2100055,MARANHAO
2020,19.96973656826503,ACAILANDIA,2100055,MARANHAO
2008,1.5865396414525115,ALCANTARA,2100204,MARANHAO
2009,0.10141318246876484,ALCANTARA,2100204,MARANHAO
2008,3.875092387141794,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2009,3.4425415939806587,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2010,0.27360646262623417,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2011,0.7156310031036236,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2012,0.7488898635283755,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2016,0.06633424507839791,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2017,0.35452452070929685,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2019,0.4674495735598146,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2020,0.0716906244347319,ALTO ALEGRE DO MARANHAO,2100436,MARANHAO
2008,4.587362359312446,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2009,1.6800239370144152,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2010,0.415406776231982,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2012,1.2560809589501019,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2013,0,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2014,0.06308417041914542,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2015,0.1863051222002336,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2016,0.2587802424139253,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2017,0.16060351996282646,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2018,0.18129614752411471,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2019,0.40854347256361834,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2020,0.413955678909286,ALTO ALEGRE DO PINDARE,2100477,MARANHAO
2008,1.2917772223069766,AMAPA DO MARANHAO,2100550,MARANHAO
2009,1.7935395908787288,AMAPA DO MARANHAO,2100550,MARANHAO
2010,8.294508973460403,AMAPA DO MARANHAO,2100550,MARANHAO
2011,3.1741833705017135,AMAPA DO MARANHAO,2100550,MARANHAO
2012,0.4840601994761693,AMAPA DO MARANHAO,2100550,MARANHAO
2013,0.3490074058626549,AMAPA DO MARANHAO,2100550,MARANHAO
2014,1.8149350625662772,AMAPA DO MARANHAO,2100550,MARANHAO
2015,2.9500835750880228,AMAPA DO MARANHAO,2100550,MARANHAO
2016,0.37490717847157523,AMAPA DO MARANHAO,2100550,MARANHAO
2017,5.4468255538746595,AMAPA DO MARANHAO,2100550,MARANHAO
2018,0.36478708457597425,AMAPA DO MARANHAO,2100550,MARANHAO
2019,2.4496192630067135,AMAPA DO MARANHAO,2100550,MARANHAO
2020,1.6642428224489856,AMAPA DO MARANHAO,2100550,MARANHAO
